### list2 ###,,,,
id,type,wordfn,primefn,is_word
1,cognate,01_target.wav,01_related.wav,yes
2,cognate,02_target_n.wav,02_unrelated.wav,yes
3,cognate,03_target.wav,03_unrelated.wav,yes
4,cognate,04_target_n.wav,04_related.wav,yes
5,cognate,05_target.wav,05_related.wav,yes
6,cognate,06_target_n.wav,06_unrelated.wav,yes
7,cognate,07_target.wav,07_unrelated.wav,yes
8,cognate,08_target_n.wav,08_related.wav,yes
9,cognate,09_target.wav,09_related.wav,yes
10,cognate,10_target_n.wav,10_unrelated.wav,yes
11,cognate,11_target.wav,11_unrelated.wav,yes
12,cognate,12_target_n.wav,12_related.wav,yes
13,cognate,13_target.wav,13_related.wav,yes
14,cognate,14_target_n.wav,14_unrelated.wav,yes
15,cognate,15_target.wav,15_unrelated.wav,yes
16,cognate,16_target_n.wav,16_related.wav,yes
17,cognate,17_target.wav,17_related.wav,yes
18,cognate,18_target_n.wav,18_unrelated.wav,yes
19,cognate,19_target.wav,19_unrelated.wav,yes
20,cognate,20_target_n.wav,20_related.wav,yes
21,cognate,21_target.wav,21_related.wav,yes
22,cognate,22_target_n.wav,22_unrelated.wav,yes
23,cognate,23_target.wav,23_unrelated.wav,yes
24,cognate,24_target_n.wav,24_related.wav,yes
25,cognate,25_target.wav,25_related.wav,yes
26,cognate,26_target_n.wav,26_unrelated.wav,yes
27,cognate,27_target.wav,27_unrelated.wav,yes
28,cognate,28_target_n.wav,28_related.wav,yes
29,cognate,29_target.wav,29_related.wav,yes
30,cognate,30_target_n.wav,30_unrelated.wav,yes
31,cognate,31_target.wav,31_unrelated.wav,yes
32,cognate,32_target_n.wav,32_related.wav,yes
33,cognate,33_target.wav,33_related.wav,yes
34,cognate,34_target_n.wav,34_unrelated.wav,yes
35,cognate,35_target.wav,35_unrelated.wav,yes
36,cognate,36_target_n.wav,36_related.wav,yes
37,cognate,37_target.wav,37_related.wav,yes
38,cognate,38_target_n.wav,38_unrelated.wav,yes
39,cognate,39_target.wav,39_unrelated.wav,yes
40,cognate,40_target_n.wav,40_related.wav,yes
41,cognate,41_target.wav,41_related.wav,yes
42,cognate,42_target_n.wav,42_unrelated.wav,yes
43,cognate,43_target.wav,43_unrelated.wav,yes
44,cognate,44_target_n.wav,44_related.wav,yes
45,cognate,45_target.wav,45_related.wav,yes
46,cognate,46_target_n.wav,46_unrelated.wav,yes
47,cognate,47_target.wav,47_unrelated.wav,yes
48,cognate,48_target_n.wav,48_related.wav,yes
49,noncognate,49_target.wav,49_related.wav,yes
50,noncognate,50_target_n.wav,50_unrelated.wav,yes
51,noncognate,51_target.wav,51_unrelated.wav,yes
52,noncognate,52_target_n.wav,52_related.wav,yes
53,noncognate,53_target.wav,53_related.wav,yes
54,noncognate,54_target_n.wav,54_unrelated.wav,yes
55,noncognate,55_target.wav,55_unrelated.wav,yes
56,noncognate,56_target_n.wav,56_related.wav,yes
57,noncognate,57_target.wav,57_related.wav,yes
58,noncognate,58_target_n.wav,58_unrelated.wav,yes
59,noncognate,59_target.wav,59_unrelated.wav,yes
60,noncognate,60_target_n.wav,60_related.wav,yes
61,noncognate,61_target.wav,61_related.wav,yes
62,noncognate,62_target_n.wav,62_unrelated.wav,yes
63,noncognate,63_target.wav,63_unrelated.wav,yes
64,noncognate,64_target_n.wav,64_related.wav,yes
65,noncognate,65_target.wav,65_related.wav,yes
66,noncognate,66_target_n.wav,66_unrelated.wav,yes
67,noncognate,67_target.wav,67_unrelated.wav,yes
68,noncognate,68_target_n.wav,68_related.wav,yes
69,noncognate,69_target.wav,69_related.wav,yes
70,noncognate,70_target_n.wav,70_unrelated.wav,yes
71,noncognate,71_target.wav,71_unrelated.wav,yes
72,noncognate,72_target_n.wav,72_related.wav,yes
73,noncognate,73_target.wav,73_related.wav,yes
74,noncognate,74_target_n.wav,74_unrelated.wav,yes
75,noncognate,75_target.wav,75_unrelated.wav,yes
76,noncognate,76_target_n.wav,76_related.wav,yes
77,noncognate,77_target.wav,77_related.wav,yes
78,noncognate,78_target_n.wav,78_unrelated.wav,yes
79,noncognate,79_target.wav,79_unrelated.wav,yes
80,noncognate,80_target_n.wav,80_related.wav,yes
81,noncognate,81_target.wav,81_related.wav,yes
82,noncognate,82_target_n.wav,82_unrelated.wav,yes
83,noncognate,83_target.wav,83_unrelated.wav,yes
84,noncognate,84_target_n.wav,84_related.wav,yes
85,noncognate,85_target.wav,85_related.wav,yes
86,noncognate,86_target_n.wav,86_unrelated.wav,yes
87,noncognate,87_target.wav,87_unrelated.wav,yes
88,noncognate,88_target_n.wav,88_related.wav,yes
89,noncognate,89_target.wav,89_related.wav,yes
90,noncognate,90_target_n.wav,90_unrelated.wav,yes
91,noncognate,91_target.wav,91_unrelated.wav,yes
92,noncognate,92_target_n.wav,92_related.wav,yes
93,noncognate,93_target.wav,93_related.wav,yes
94,noncognate,94_target_n.wav,94_unrelated.wav,yes
95,noncognate,95_target.wav,95_unrelated.wav,yes
96,noncognate,96_target_n.wav,96_related.wav,yes
97,pseudoword,97_target.wav,97_related.wav,no
98,pseudoword,98_target_n.wav,98_unrelated.wav,no
99,pseudoword,99_target.wav,99_unrelated.wav,no
100,pseudoword,100_target_n.wav,100_related.wav,no
101,pseudoword,101_target.wav,101_related.wav,no
102,pseudoword,102_target_n.wav,102_unrelated.wav,no
103,pseudoword,103_target.wav,103_unrelated.wav,no
104,pseudoword,104_target_n.wav,104_related.wav,no
105,pseudoword,105_target.wav,105_related.wav,no
106,pseudoword,106_target_n.wav,106_unrelated.wav,no
107,pseudoword,107_target.wav,107_unrelated.wav,no
108,pseudoword,108_target_n.wav,108_related.wav,no
109,pseudoword,109_target.wav,109_related.wav,no
110,pseudoword,110_target_n.wav,110_unrelated.wav,no
111,pseudoword,111_target.wav,111_unrelated.wav,no
112,pseudoword,112_target_n.wav,112_related.wav,no
113,pseudoword,113_target.wav,113_related.wav,no
114,pseudoword,114_target_n.wav,114_unrelated.wav,no
115,pseudoword,115_target.wav,115_unrelated.wav,no
116,pseudoword,116_target_n.wav,116_related.wav,no
117,pseudoword,117_target.wav,117_related.wav,no
118,pseudoword,118_target_n.wav,118_unrelated.wav,no
119,pseudoword,119_target.wav,119_unrelated.wav,no
120,pseudoword,120_target_n.wav,120_related.wav,no
121,pseudoword,121_target.wav,121_related.wav,no
122,pseudoword,122_target_n.wav,122_unrelated.wav,no
123,pseudoword,123_target.wav,123_unrelated.wav,no
124,pseudoword,124_target_n.wav,124_related.wav,no
125,pseudoword,125_target.wav,125_related.wav,no
126,pseudoword,126_target_n.wav,126_unrelated.wav,no
127,pseudoword,127_target.wav,127_unrelated.wav,no
128,pseudoword,128_target_n.wav,128_related.wav,no
129,pseudoword,129_target.wav,129_related.wav,no
130,pseudoword,130_target_n.wav,130_unrelated.wav,no
131,pseudoword,131_target.wav,131_unrelated.wav,no
132,pseudoword,132_target_n.wav,132_related.wav,no
133,pseudoword,133_target.wav,133_related.wav,no
134,pseudoword,134_target_n.wav,134_unrelated.wav,no
135,pseudoword,135_target.wav,135_unrelated.wav,no
136,pseudoword,136_target_n.wav,136_related.wav,no
137,pseudoword,137_target.wav,137_related.wav,no
138,pseudoword,138_target_n.wav,138_unrelated.wav,no
139,pseudoword,139_target.wav,139_unrelated.wav,no
140,pseudoword,140_target_n.wav,140_related.wav,no
141,pseudoword,141_target.wav,141_related.wav,no
142,pseudoword,142_target_n.wav,142_unrelated.wav,no
143,pseudoword,143_target.wav,143_unrelated.wav,no
144,pseudoword,144_target_n.wav,144_related.wav,no
145,pseudoword,145_target.wav,145_related.wav,no
146,pseudoword,146_target_n.wav,146_unrelated.wav,no
147,pseudoword,147_target.wav,147_unrelated.wav,no
148,pseudoword,148_target_n.wav,148_related.wav,no
149,pseudoword,149_target.wav,149_related.wav,no
150,pseudoword,150_target_n.wav,150_unrelated.wav,no
151,pseudoword,151_target.wav,151_unrelated.wav,no
152,pseudoword,152_target_n.wav,152_related.wav,no
153,pseudoword,153_target.wav,153_related.wav,no
154,pseudoword,154_target_n.wav,154_unrelated.wav,no
155,pseudoword,155_target.wav,155_unrelated.wav,no
156,pseudoword,156_target_n.wav,156_related.wav,no
157,pseudoword,157_target.wav,157_related.wav,no
158,pseudoword,158_target_n.wav,158_unrelated.wav,no
159,pseudoword,159_target.wav,159_unrelated.wav,no
160,pseudoword,160_target_n.wav,160_related.wav,no
161,pseudoword,161_target.wav,161_related.wav,no
162,pseudoword,162_target_n.wav,162_unrelated.wav,no
163,pseudoword,163_target.wav,163_unrelated.wav,no
164,pseudoword,164_target_n.wav,164_related.wav,no
165,pseudoword,165_target.wav,165_related.wav,no
166,pseudoword,166_target_n.wav,166_unrelated.wav,no
167,pseudoword,167_target.wav,167_unrelated.wav,no
168,pseudoword,168_target_n.wav,168_related.wav,no
169,pseudoword,169_target.wav,169_related.wav,no
170,pseudoword,170_target_n.wav,170_unrelated.wav,no
171,pseudoword,171_target.wav,171_unrelated.wav,no
172,pseudoword,172_target_n.wav,172_related.wav,no
173,pseudoword,173_target.wav,173_related.wav,no
174,pseudoword,174_target_n.wav,174_unrelated.wav,no
175,pseudoword,175_target.wav,175_unrelated.wav,no
176,pseudoword,176_target_n.wav,176_related.wav,no
177,pseudoword,177_target.wav,177_related.wav,no
178,pseudoword,178_target_n.wav,178_unrelated.wav,no
179,pseudoword,179_target.wav,179_unrelated.wav,no
180,pseudoword,180_target_n.wav,180_related.wav,no
181,pseudoword,181_target.wav,181_related.wav,no
182,pseudoword,182_target_n.wav,182_unrelated.wav,no
183,pseudoword,183_target.wav,183_unrelated.wav,no
184,pseudoword,184_target_n.wav,184_related.wav,no
185,pseudoword,185_target.wav,185_related.wav,no
186,pseudoword,186_target_n.wav,186_unrelated.wav,no
187,pseudoword,187_target.wav,187_unrelated.wav,no
188,pseudoword,188_target_n.wav,188_related.wav,no
189,pseudoword,189_target.wav,189_related.wav,no
190,pseudoword,190_target_n.wav,190_unrelated.wav,no
191,pseudoword,191_target.wav,191_unrelated.wav,no
192,pseudoword,192_target_n.wav,192_related.wav,no
